{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2024/4/1/0/9281661/waterfall_9281661_2024-04-01T00-16-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/20/7/6896211/waterfall_6896211_2022-12-20T07-55-00.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/20/2/6895465/waterfall_6895465_2022-12-20T02-19-00.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/20/2/6894979/waterfall_6894979_2022-12-20T02-05-12.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/22/6894625/waterfall_6894625_2022-12-19T22-57-57.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/22/6894624/waterfall_6894624_2022-12-19T22-14-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/21/6894158/waterfall_6894158_2022-12-19T21-34-49.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/21/6894157/waterfall_6894157_2022-12-19T21-12-48.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/19/6893710/waterfall_6893710_2022-12-19T19-39-57.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/18/6893708/waterfall_6893708_2022-12-19T18-15-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/18/6893708/waterfall_6893708_2022-12-19T18-15-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/17/6893115/waterfall_6893115_2022-12-19T17-45-17.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/16/6893112/waterfall_6893112_2022-12-19T16-38-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/14/6892557/waterfall_6892557_2022-12-19T14-43-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/13/6892170/waterfall_6892170_2022-12-19T13-32-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/11/6891826/waterfall_6891826_2022-12-19T11-59-40.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/11/6891825/waterfall_6891825_2022-12-19T11-45-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/11/6891823/waterfall_6891823_2022-12-19T11-20-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/11/6891822/waterfall_6891822_2022-12-19T11-03-39.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/10/6891821/waterfall_6891821_2022-12-19T10-41-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/10/6891820/waterfall_6891820_2022-12-19T10-27-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/10/6891819/waterfall_6891819_2022-12-19T10-09-10.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/9/6891518/waterfall_6891518_2022-12-19T09-48-57.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/8/6891516/waterfall_6891516_2022-12-19T08-47-12.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/4/6890795/waterfall_6890795_2022-12-19T04-49-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/2/6890530/waterfall_6890530_2022-12-19T02-32-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/19/0/6890349/waterfall_6890349_2022-12-19T00-36-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/23/6889904/waterfall_6889904_2022-12-18T23-04-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/22/6889902/waterfall_6889902_2022-12-18T22-07-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/21/6889530/waterfall_6889530_2022-12-18T21-18-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/20/6889528/waterfall_6889528_2022-12-18T20-24-30.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/19/6889232/waterfall_6889232_2022-12-18T19-40-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/19/6889230/waterfall_6889230_2022-12-18T19-03-49.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/18/6893470/waterfall_6893470_2022-12-18T18-39-06.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/15/6888422/waterfall_6888422_2022-12-18T15-50-00.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/15/6888422/waterfall_6888422_2022-12-18T15-50-00.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/15/6888420/waterfall_6888420_2022-12-18T15-15-21.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/14/6888418/waterfall_6888418_2022-12-18T14-41-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/13/6895126/waterfall_6895126_2022-12-18T13-48-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/13/6888195/waterfall_6888195_2022-12-18T13-25-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/11/6887912/waterfall_6887912_2022-12-18T11-50-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/11/6887911/waterfall_6887911_2022-12-18T11-10-29.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/10/6887910/waterfall_6887910_2022-12-18T10-57-15.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/10/6887909/waterfall_6887909_2022-12-18T10-41-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/9/6887612/waterfall_6887612_2022-12-18T09-01-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/8/6887610/waterfall_6887610_2022-12-18T08-22-58.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/7/6887136/waterfall_6887136_2022-12-18T07-27-41.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/6/6887135/waterfall_6887135_2022-12-18T06-42-49.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/5/6886469/waterfall_6886469_2022-12-18T05-35-04.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/5/6886468/waterfall_6886468_2022-12-18T05-03-06.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/3/6886164/waterfall_6886164_2022-12-18T03-32-56.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/18/2/6890041/waterfall_6890041_2022-12-18T02-42-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/23/6885486/waterfall_6885486_2022-12-17T23-36-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/22/6885484/waterfall_6885484_2022-12-17T22-44-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/21/6885280/waterfall_6885280_2022-12-17T21-15-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/21/6885279/waterfall_6885279_2022-12-17T21-01-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/19/6884915/waterfall_6884915_2022-12-17T19-33-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/18/6884914/waterfall_6884914_2022-12-17T18-51-21.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/18/6884913/waterfall_6884913_2022-12-17T18-15-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/16/6884186/waterfall_6884186_2022-12-17T16-57-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/16/6884186/waterfall_6884186_2022-12-17T16-57-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/16/6884185/waterfall_6884185_2022-12-17T16-38-26.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/16/6884184/waterfall_6884184_2022-12-17T16-19-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/16/6884183/waterfall_6884183_2022-12-17T16-05-10.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/15/6883727/waterfall_6883727_2022-12-17T15-12-47.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/14/6883726/waterfall_6883726_2022-12-17T14-57-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/12/6883165/waterfall_6883165_2022-12-17T12-18-03.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/11/6883162/waterfall_6883162_2022-12-17T11-08-42.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/10/6883161/waterfall_6883161_2022-12-17T10-55-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/10/6883159/waterfall_6883159_2022-12-17T10-16-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/9/6882514/waterfall_6882514_2022-12-17T09-00-42.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/8/6882513/waterfall_6882513_2022-12-17T08-36-55.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/7/6882240/waterfall_6882240_2022-12-17T07-35-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/7/6882239/waterfall_6882239_2022-12-17T07-03-33.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/6/6882238/waterfall_6882238_2022-12-17T06-35-02.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/5/6882236/waterfall_6882236_2022-12-17T05-55-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/4/6881907/waterfall_6881907_2022-12-17T04-51-52.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/3/6881674/waterfall_6881674_2022-12-17T03-10-21.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/2/6881673/waterfall_6881673_2022-12-17T02-57-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/1/6881428/waterfall_6881428_2022-12-17T01-26-34.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/17/0/6881425/waterfall_6881425_2022-12-17T00-08-35.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/23/6881099/waterfall_6881099_2022-12-16T23-08-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/22/6881098/waterfall_6881098_2022-12-16T22-12-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/21/6880835/waterfall_6880835_2022-12-16T21-47-01.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/20/6880834/waterfall_6880834_2022-12-16T20-45-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/20/6880834/waterfall_6880834_2022-12-16T20-45-16.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/20/6880832/waterfall_6880832_2022-12-16T20-04-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/19/6879984/waterfall_6879984_2022-12-16T19-03-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/18/6879983/waterfall_6879983_2022-12-16T18-27-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/16/6879625/waterfall_6879625_2022-12-16T16-56-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/16/6879624/waterfall_6879624_2022-12-16T16-33-56.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/15/6878711/waterfall_6878711_2022-12-16T15-35-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/15/6878710/waterfall_6878710_2022-12-16T15-10-13.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/14/6878707/waterfall_6878707_2022-12-16T14-11-38.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/12/6878393/waterfall_6878393_2022-12-16T12-33-50.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/11/6878148/waterfall_6878148_2022-12-16T11-09-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/10/6878147/waterfall_6878147_2022-12-16T10-58-09.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/10/6878146/waterfall_6878146_2022-12-16T10-30-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/9/6877712/waterfall_6877712_2022-12-16T09-29-25.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/7/6877388/waterfall_6877388_2022-12-16T07-49-18.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/6/6877385/waterfall_6877385_2022-12-16T06-09-24.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/5/6877095/waterfall_6877095_2022-12-16T05-22-59.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/3/6876832/waterfall_6876832_2022-12-16T03-08-42.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/2/6876831/waterfall_6876831_2022-12-16T02-42-46.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/16/2/6876830/waterfall_6876830_2022-12-16T02-23-50.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/22/6876353/waterfall_6876353_2022-12-15T22-18-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/22/6876352/waterfall_6876352_2022-12-15T22-00-42.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/21/6876127/waterfall_6876127_2022-12-15T21-22-30.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/20/6876124/waterfall_6876124_2022-12-15T20-35-07.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/19/6876123/waterfall_6876123_2022-12-15T19-57-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/19/6876123/waterfall_6876123_2022-12-15T19-57-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/18/6875817/waterfall_6875817_2022-12-15T18-53-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/18/6875816/waterfall_6875816_2022-12-15T18-03-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/17/6875014/waterfall_6875014_2022-12-15T17-15-12.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/16/6875012/waterfall_6875012_2022-12-15T16-27-32.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/15/6874441/waterfall_6874441_2022-12-15T15-14-01.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/11/6873543/waterfall_6873543_2022-12-15T11-23-24.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/10/6873542/waterfall_6873542_2022-12-15T10-44-48.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/9/6873229/waterfall_6873229_2022-12-15T09-43-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/9/6873228/waterfall_6873228_2022-12-15T09-04-47.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/15/7/6872661/waterfall_6872661_2022-12-15T07-24-39.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/23/6871566/waterfall_6871566_2022-12-14T23-41-01.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/22/6871564/waterfall_6871564_2022-12-14T22-50-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/22/6871562/waterfall_6871562_2022-12-14T22-20-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/19/6871020/waterfall_6871020_2022-12-14T19-33-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/17/6870587/waterfall_6870587_2022-12-14T17-39-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/14/6870047/waterfall_6870047_2022-12-14T14-10-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/13/6869723/waterfall_6869723_2022-12-14T13-09-43.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/12/6869721/waterfall_6869721_2022-12-14T12-33-54.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/12/6869720/waterfall_6869720_2022-12-14T12-09-12.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/11/6869442/waterfall_6869442_2022-12-14T11-37-25.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/10/6869441/waterfall_6869441_2022-12-14T10-58-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/10/6869439/waterfall_6869439_2022-12-14T10-23-47.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/9/6869438/waterfall_6869438_2022-12-14T09-57-28.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/9/6868885/waterfall_6868885_2022-12-14T09-18-41.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/9/6868885/waterfall_6868885_2022-12-14T09-18-41.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/8/6868884/waterfall_6868884_2022-12-14T08-17-19.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/7/6868883/waterfall_6868883_2022-12-14T07-45-51.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/2/6867871/waterfall_6867871_2022-12-14T02-48-31.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/14/0/6867600/waterfall_6867600_2022-12-14T00-13-27.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/13/22/6867249/waterfall_6867249_2022-12-13T22-40-08.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/13/19/6866544/waterfall_6866544_2022-12-13T19-51-45.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/13/19/6866543/waterfall_6866543_2022-12-13T19-09-22.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/13/18/6866542/waterfall_6866542_2022-12-13T18-15-03.png', 'waterfall_status': 'with-signal'}
{'waterfall': 'https://s3.eu-central-1.wasabisys.com/satnogs-network/data_obs/2022/12/13/17/6865720/waterfall_6865720_2022-12-13T17-15-45.png', 'waterfall_status': 'with-signal'}
